,origin,destination,distance,duration
1720,Bilton Hall Community Trust,Vinnie's Cafe,13054,1127
1721,Bilton Hall Community Trust,Virginia House Changing Lives,14467,1397
1722,Bilton Hall Community Trust,Wallsend People Centre,9040,877
1723,Bilton Hall Community Trust,Washingwell Primary School,21361,1441
1724,Bilton Hall Community Trust,West View Primary School,41553,1894
1725,Bilton Hall Community Trust,West View Project,41959,1912
1726,Bilton Hall Community Trust,Wharton Trust,42927,2031
1727,Bilton Hall Community Trust,Whitehead Street - Changing Lives,2681,357
1728,Blyth Star Enterprises,Abbey Hill Academy,75757,3760
1729,Blyth Star Enterprises,Abbey Lodge,38038,2547
1730,Blyth Star Enterprises,Abbott House Changing Lives,28862,1905
1731,Blyth Star Enterprises,Academy 360,34572,2059
1732,Blyth Star Enterprises,Age UK Sunderland,36918,2408
1733,Blyth Star Enterprises,All About You,31714,2060
1734,Blyth Star Enterprises,Approach Development,97081,4310
1735,Blyth Star Enterprises,Basement Project,18217,1363
1736,Blyth Star Enterprises,Belle Vue 60+ Club,71326,3516
1737,Blyth Star Enterprises,Belle Vue Centre Cafe,71326,3516
1738,Blyth Star Enterprises,Belle Vue Play Scheme,71326,3516
1739,Blyth Star Enterprises,Belle Vue Youth Project,71326,3516
1740,Blyth Star Enterprises,Benfield School,24316,1565
1741,Blyth Star Enterprises,Beyond Limits,83418,4631
1742,Blyth Star Enterprises,Bibby House - Changing Lives,31412,1891
1743,Blyth Star Enterprises,Bilton Hall Community Trust,24931,1609
1744,Blyth Star Enterprises,Brougham Primary School,65781,3271
1745,Blyth Star Enterprises,Byker Community Association,21972,1871
1746,Blyth Star Enterprises,Cafe on the Shire - NTDF,12281,986
1747,Blyth Star Enterprises,Changing Lives,35616,1878
1748,Blyth Star Enterprises,Cheesy Waffles Project,47082,2691
1749,Blyth Star Enterprises,Chester West & Central Community Project @ Bullion Hall,40588,2385
1750,Blyth Star Enterprises,Choysez,9243,911
1751,Blyth Star Enterprises,Corbridge Middle School,48483,2325
1752,Blyth Star Enterprises,Cornerstones Cafe,38900,2290
1753,Blyth Star Enterprises,County Durham Tees Valley Rescue Mission,72401,3584
1754,Blyth Star Enterprises,Cumberland House,27797,1937
1755,Blyth Star Enterprises,Delta North Consett (formerly YMCA),44887,2877
1756,Blyth Star Enterprises,Dementia Care,16927,1212
1757,Blyth Star Enterprises,Dynamix Extreme Cic,25084,2001
1758,Blyth Star Enterprises,East Durham Community Initiatives,44109,2527
1759,Blyth Star Enterprises,East Durham Partnership,51817,2632
1760,Blyth Star Enterprises,Eastlea Community,42656,2357
1761,Blyth Star Enterprises,Elliott House /Westbridge,28451,1883
1762,Blyth Star Enterprises,Emmaus North East,25996,1710
1763,Blyth Star Enterprises,Eslington House Changing Lives,32736,1766
1764,Blyth Star Enterprises,Excelsior Academy,26450,1587
1765,Blyth Star Enterprises,Family Gateway,21136,1370
1766,Blyth Star Enterprises,Felling Community Association,33401,2082
1767,Blyth Star Enterprises,Forage Community Project,36459,2244
1768,Blyth Star Enterprises,Francis House Changing Lives,27912,1955
1769,Blyth Star Enterprises,Gateshead Young Peoples Mental Health Service,34640,1994
1770,Blyth Star Enterprises,Great Lumley Community Centre,42273,2468
1771,Blyth Star Enterprises,Great North Road Changing Lives,43842,2549
1772,Blyth Star Enterprises,Green Gates Primary,96382,4338
1773,Blyth Star Enterprises,Harrowgate Hill Primary,76383,3778
1774,Blyth Star Enterprises,Haswell Mencap Lisa Dixon Centre,48221,2893
1775,Blyth Star Enterprises,Health Works Newcastle,27315,1616
1776,Blyth Star Enterprises,Hub of Wishes,72060,3569
1777,Blyth Star Enterprises,Investing in People and Culture,34698,1962
1778,Blyth Star Enterprises,"Jet (Wicker Chair) North,  Westerhope",24582,1472
1779,Blyth Star Enterprises,Junction 7,72060,3569
1780,Blyth Star Enterprises,Junior Neighbourhood Watch,72060,3569
1781,Blyth Star Enterprises,Kibblesworth Village Millenium Centre,38148,2156
1782,Blyth Star Enterprises,Kings Cafe,77425,3851
1783,Blyth Star Enterprises,Labyrinth Holistic Cafe,78393,3843
1784,Blyth Star Enterprises,Little Sisters Of The Poor - Newcastle,30328,1827
1785,Blyth Star Enterprises,Lobley Hill Primary,33095,1813
1786,Blyth Star Enterprises,Looked After Through Care Darlington Borough Council,79153,4193
1787,Blyth Star Enterprises,Mickley First School,41876,2418
1788,Blyth Star Enterprises,Miss Tina's Coffee Shop,32825,2150
1789,Blyth Star Enterprises,Mount Pleasant Primary School,79368,3874
1790,Blyth Star Enterprises,Moving On Durham,46516,2725
1791,Blyth Star Enterprises,Murton Salvation Army,46160,2438
1792,Blyth Star Enterprises,New Walk Property Management Middlesbrough,77652,3750
1793,Blyth Star Enterprises,New Walk Property Management Stockton,78406,3822
1794,Blyth Star Enterprises,Newport Primary,76970,3685
1795,Blyth Star Enterprises,PACT House,42886,2555
1796,Blyth Star Enterprises,Park End Primary,83552,3953
1797,Blyth Star Enterprises,Pelton Community Centre,40989,2436
1798,Blyth Star Enterprises,People's Pantry,36678,2195
1799,Blyth Star Enterprises,Pickle Palace,34778,2172
1800,Blyth Star Enterprises,Pottery Bank Centre,27208,1930
1801,Blyth Star Enterprises,Praxis,28098,1789
1802,Blyth Star Enterprises,Prudhoe Castle First School,40636,2405
1803,Blyth Star Enterprises,Reach Out Recovery,68743,3633
1804,Blyth Star Enterprises,Ron Eager House Changing Lives,23284,1840
1805,Blyth Star Enterprises,Roseberry Primary,70396,3421
1806,Blyth Star Enterprises,Rosebrook,74318,3597
1807,Blyth Star Enterprises,Sanctuary Supported Housing,76473,3619
1808,Blyth Star Enterprises,Sanctuary Supported Living Hartlepool,66104,3348
1809,Blyth Star Enterprises,Selby Cottage Childrens Centre,39548,2388
1810,Blyth Star Enterprises,Soul Food Spaces (Peace Of Mind),34581,2021
1811,Blyth Star Enterprises,Sprinwell Community Hub,31634,2128
1812,Blyth Star Enterprises,St Davids Community Project,37893,2199
1813,Blyth Star Enterprises,St Gabriels Catholic Voluntary Academy,84835,4075
1814,Blyth Star Enterprises,St. John the Baptist Primary School,73703,3502
1815,Blyth Star Enterprises,St.Peters Court,46551,2768
1816,Blyth Star Enterprises,Sunderland Area Parent Support,37706,2130
1817,Blyth Star Enterprises,Sunderland North Family Zone,37970,2582
1818,Blyth Star Enterprises,Sunderland Ymca,38038,2547
1819,Blyth Star Enterprises,Sunshine Day Nursery at Seascape Children's Centre,51914,2779
1820,Blyth Star Enterprises,The Albert,52156,2671
1821,Blyth Star Enterprises,The Ashley Foundation,37733,2496
1822,Blyth Star Enterprises,The Laurels Childcare Ltd,51503,2852
1823,Blyth Star Enterprises,The Oasis Cafe,30655,1871
1824,Blyth Star Enterprises,The Opportunity Cafe,28212,1675
1825,Blyth Star Enterprises,The Rifty Youth Project,67039,3413
1826,Blyth Star Enterprises,Tyneside Vineyard Extraordinary Project,22324,1910
1827,Blyth Star Enterprises,Umbrella Community Centre,44594,2810
1828,Blyth Star Enterprises,Vinnie's Cafe,22945,1838
1829,Blyth Star Enterprises,Virginia House Changing Lives,30314,1788
1830,Blyth Star Enterprises,Wallsend People Centre,21678,1631
1831,Blyth Star Enterprises,Washingwell Primary School,31440,1880
1832,Blyth Star Enterprises,West View Primary School,64528,3172
1833,Blyth Star Enterprises,West View Project,64935,3189
1834,Blyth Star Enterprises,Wharton Trust,65903,3309
1835,Blyth Star Enterprises,Whitehead Street - Changing Lives,25353,1667
1836,Brougham Primary School,Abbey Hill Academy,24670,1496
1837,Brougham Primary School,Abbey Lodge,33486,1738
1838,Brougham Primary School,Abbott House Changing Lives,54642,2620
1839,Brougham Primary School,Academy 360,35043,1678
1840,Brougham Primary School,Age UK Sunderland,33243,1784
1841,Brougham Primary School,All About You,39584,1978
1842,Brougham Primary School,Approach Development,45994,2047
1843,Brougham Primary School,Basement Project,54552,2884
1844,Brougham Primary School,Belle Vue 60+ Club,3660,441
1845,Brougham Primary School,Belle Vue Centre Cafe,3660,441
1846,Brougham Primary School,Belle Vue Play Scheme,3660,441
1847,Brougham Primary School,Belle Vue Youth Project,3660,441
1848,Brougham Primary School,Benfield School,53230,2637
1849,Brougham Primary School,Beyond Limits,49315,3186
1850,Brougham Primary School,Bibby House - Changing Lives,43570,1924
1851,Brougham Primary School,Bilton Hall Community Trust,42824,1959
1852,Brougham Primary School,Blyth Star Enterprises,67124,3388
1853,Brougham Primary School,Byker Community Association,52632,2733
1854,Brougham Primary School,Cafe on the Shire - NTDF,52349,2678
1855,Brougham Primary School,Changing Lives,47197,2137
1856,Brougham Primary School,Cheesy Waffles Project,26938,1605
1857,Brougham Primary School,Chester West & Central Community Project @ Bullion Hall,35684,2305
1858,Brougham Primary School,Choysez,68226,3312
1859,Brougham Primary School,Corbridge Middle School,80744,3466
1860,Brougham Primary School,Cornerstones Cafe,42875,2228
1861,Brougham Primary School,County Durham Tees Valley Rescue Mission,39344,2109
1862,Brougham Primary School,Cumberland House,53974,2533
1863,Brougham Primary School,Delta North Consett (formerly YMCA),50293,3200
1864,Brougham Primary School,Dementia Care,62329,3074
1865,Brougham Primary School,Dynamix Extreme Cic,47577,2193
1866,Brougham Primary School,East Durham Community Initiatives,26248,1412
1867,Brougham Primary School,East Durham Partnership,11527,953
1868,Brougham Primary School,Eastlea Community,23990,1259
1869,Brougham Primary School,Elliott House /Westbridge,55555,2779
1870,Brougham Primary School,Emmaus North East,45218,2192
1871,Brougham Primary School,Eslington House Changing Lives,51659,2349
1872,Brougham Primary School,Excelsior Academy,57213,2728
1873,Brougham Primary School,Family Gateway,47459,2289
1874,Brougham Primary School,Felling Community Association,45559,2115
1875,Brougham Primary School,Forage Community Project,34429,1859
1876,Brougham Primary School,Francis House Changing Lives,54089,2551
1877,Brougham Primary School,Gateshead Young Peoples Mental Health Service,48845,2456
1878,Brougham Primary School,Great Lumley Community Centre,32582,2020
1879,Brougham Primary School,Great North Road Changing Lives,34757,2221
1880,Brougham Primary School,Green Gates Primary,45295,2069
1881,Brougham Primary School,Harrowgate Hill Primary,44481,2111
1882,Brougham Primary School,Haswell Mencap Lisa Dixon Centre,19888,1209
1883,Brougham Primary School,Health Works Newcastle,59576,2756
1884,Brougham Primary School,Hub of Wishes,39003,2094
1885,Brougham Primary School,Investing in People and Culture,48790,2429
1886,Brougham Primary School,"Jet (Wicker Chair) North,  Westerhope",59652,2732
1887,Brougham Primary School,Junction 7,39003,2094
1888,Brougham Primary School,Junior Neighbourhood Watch,39003,2094
1889,Brougham Primary School,Kibblesworth Village Millenium Centre,48115,2325
1890,Brougham Primary School,Kings Cafe,46046,2282
1891,Brougham Primary School,Labyrinth Holistic Cafe,27306,1579
1892,Brougham Primary School,Little Sisters Of The Poor - Newcastle,55129,2656
1893,Brougham Primary School,Lobley Hill Primary,49952,2280
1894,Brougham Primary School,Looked After Through Care Darlington Borough Council,46863,2410
1895,Brougham Primary School,Mickley First School,69576,3363
1896,Brougham Primary School,Miss Tina's Coffee Shop,39873,1975
1897,Brougham Primary School,Mount Pleasant Primary School,46336,2429
1898,Brougham Primary School,Moving On Durham,31318,2047
1899,Brougham Primary School,Murton Salvation Army,22950,1169
1900,Brougham Primary School,New Walk Property Management Middlesbrough,26565,1486
1901,Brougham Primary School,New Walk Property Management Stockton,27319,1559
1902,Brougham Primary School,Newport Primary,25882,1422
1903,Brougham Primary School,PACT House,50995,2764
1904,Brougham Primary School,Park End Primary,32465,1689
1905,Brougham Primary School,Pelton Community Centre,44964,2374
1906,Brougham Primary School,People's Pantry,63093,3107
1907,Brougham Primary School,Pickle Palace,62478,3117
1908,Brougham Primary School,Pottery Bank Centre,52752,2719
1909,Brougham Primary School,Praxis,55904,2778
1910,Brougham Primary School,Prudhoe Castle First School,68336,3350
1911,Brougham Primary School,Reach Out Recovery,2440,413
1912,Brougham Primary School,Ron Eager House Changing Lives,49524,2436
1913,Brougham Primary School,Roseberry Primary,13923,1150
1914,Brougham Primary School,Rosebrook,23231,1334
1915,Brougham Primary School,Sanctuary Supported Housing,25386,1355
1916,Brougham Primary School,Sanctuary Supported Living Hartlepool,1055,185
1917,Brougham Primary School,Selby Cottage Childrens Centre,43523,2326
1918,Brougham Primary School,Soul Food Spaces (Peace Of Mind),50022,2519
1919,Brougham Primary School,Sprinwell Community Hub,46195,2192
1920,Brougham Primary School,St Davids Community Project,32541,1613
1921,Brougham Primary School,St Gabriels Catholic Voluntary Academy,33748,1811
1922,Brougham Primary School,St. John the Baptist Primary School,22616,1238
1923,Brougham Primary School,St.Peters Court,34650,2304
1924,Brougham Primary School,Sunderland Area Parent Support,32354,1546
1925,Brougham Primary School,Sunderland North Family Zone,33060,1691
1926,Brougham Primary School,Sunderland Ymca,33486,1738
1927,Brougham Primary School,Sunshine Day Nursery at Seascape Children's Centre,11935,1010
1928,Brougham Primary School,The Albert,16773,953
1929,Brougham Primary School,The Ashley Foundation,33506,1722
1930,Brougham Primary School,The Laurels Childcare Ltd,26533,1564
1931,Brougham Primary School,The Oasis Cafe,54904,2642
1932,Brougham Primary School,The Opportunity Cafe,57594,2767
1933,Brougham Primary School,The Rifty Youth Project,3497,456
1934,Brougham Primary School,Tyneside Vineyard Extraordinary Project,51371,2667
1935,Brougham Primary School,Umbrella Community Centre,49243,3129
1936,Brougham Primary School,Vinnie's Cafe,50025,2469
1937,Brougham Primary School,Virginia House Changing Lives,54939,2620
1938,Brougham Primary School,Wallsend People Centre,49611,2463
1939,Brougham Primary School,Washingwell Primary School,52951,2565
1940,Brougham Primary School,West View Primary School,1806,247
1941,Brougham Primary School,West View Project,1681,212
1942,Brougham Primary School,Wharton Trust,341,58
1943,Brougham Primary School,Whitehead Street - Changing Lives,44574,2149
1944,Byker Community Association,Abbey Hill Academy,60452,3104
1945,Byker Community Association,Abbey Lodge,24627,2047
1946,Byker Community Association,Abbott House Changing Lives,5616,861
1947,Byker Community Association,Academy 360,21161,1559
1948,Byker Community Association,Age UK Sunderland,23508,1907
1949,Byker Community Association,All About You,18304,1559
1950,Byker Community Association,Approach Development,83670,3810
1951,Byker Community Association,Basement Project,6582,813
1952,Byker Community Association,Belle Vue 60+ Club,57916,3015
1953,Byker Community Association,Belle Vue Centre Cafe,57916,3015
1954,Byker Community Association,Belle Vue Play Scheme,57916,3015
1955,Byker Community Association,Belle Vue Youth Project,57916,3015
1956,Byker Community Association,Benfield School,3222,406
1957,Byker Community Association,Beyond Limits,65219,3781
1958,Byker Community Association,Bibby House - Changing Lives,9922,1014
1959,Byker Community Association,Bilton Hall Community Trust,12548,1193
1960,Byker Community Association,Blyth Star Enterprises,22415,1908
1961,Byker Community Association,Brougham Primary School,52370,2771
1962,Byker Community Association,Cafe on the Shire - NTDF,12423,1107
1963,Byker Community Association,Changing Lives,11442,982
1964,Byker Community Association,Cheesy Waffles Project,30678,1852
1965,Byker Community Association,Chester West & Central Community Project @ Bullion Hall,22389,1535
1966,Byker Community Association,Choysez,23517,1832
1967,Byker Community Association,Corbridge Middle School,33676,1811
1968,Byker Community Association,Cornerstones Cafe,20700,1441
1969,Byker Community Association,County Durham Tees Valley Rescue Mission,54202,2735
1970,Byker Community Association,Cumberland House,4947,773
1971,Byker Community Association,Delta North Consett (formerly YMCA),27797,2378
1972,Byker Community Association,Dementia Care,11796,1311
1973,Byker Community Association,Dynamix Extreme Cic,5648,606
1974,Byker Community Association,East Durham Community Initiatives,30698,2027
1975,Byker Community Association,East Durham Partnership,38406,2118
1976,Byker Community Association,Eastlea Community,29245,1857
1977,Byker Community Association,Elliott House /Westbridge,8359,887
1978,Byker Community Association,Emmaus North East,13613,1294
1979,Byker Community Association,Eslington House Changing Lives,6807,757
1980,Byker Community Association,Excelsior Academy,10455,924
1981,Byker Community Association,Family Gateway,7334,805
1982,Byker Community Association,Felling Community Association,7758,839
1983,Byker Community Association,Forage Community Project,23048,1744
1984,Byker Community Association,Francis House Changing Lives,5062,791
1985,Byker Community Association,Gateshead Young Peoples Mental Health Service,6078,812
1986,Byker Community Association,Great Lumley Community Centre,24074,1619
1987,Byker Community Association,Great North Road Changing Lives,25642,1700
1988,Byker Community Association,Green Gates Primary,82971,3832
1989,Byker Community Association,Harrowgate Hill Primary,58183,2928
1990,Byker Community Association,Haswell Mencap Lisa Dixon Centre,34810,2379
1991,Byker Community Association,Health Works Newcastle,12507,1102
1992,Byker Community Association,Hub of Wishes,53861,2720
1993,Byker Community Association,Investing in People and Culture,6023,785
1994,Byker Community Association,"Jet (Wicker Chair) North,  Westerhope",10267,929
1995,Byker Community Association,Junction 7,53861,2720
1996,Byker Community Association,Junior Neighbourhood Watch,53861,2720
1997,Byker Community Association,Kibblesworth Village Millenium Centre,13974,1260
1998,Byker Community Association,Kings Cafe,59226,3002
1999,Byker Community Association,Labyrinth Holistic Cafe,64982,3342
2000,Byker Community Association,Little Sisters Of The Poor - Newcastle,5787,832
2001,Byker Community Association,Lobley Hill Primary,8921,918
2002,Byker Community Association,Looked After Through Care Darlington Borough Council,60953,3343
2003,Byker Community Association,Mickley First School,23381,1815
2004,Byker Community Association,Miss Tina's Coffee Shop,19415,1649
2005,Byker Community Association,Mount Pleasant Primary School,61168,3024
2006,Byker Community Association,Moving On Durham,28317,1876
2007,Byker Community Association,Murton Salvation Army,32750,1925
2008,Byker Community Association,New Walk Property Management Middlesbrough,64241,3250
2009,Byker Community Association,New Walk Property Management Stockton,64995,3322
2010,Byker Community Association,Newport Primary,63559,3185
2011,Byker Community Association,PACT House,18712,1660
2012,Byker Community Association,Park End Primary,70142,3439
2013,Byker Community Association,Pelton Community Centre,17499,1505
2014,Byker Community Association,People's Pantry,18232,1633
2015,Byker Community Association,Pickle Palace,16283,1569
2016,Byker Community Association,Pottery Bank Centre,2292,292
2017,Byker Community Association,Praxis,6801,929
2018,Byker Community Association,Prudhoe Castle First School,22141,1802
2019,Byker Community Association,Reach Out Recovery,55332,3133
2020,Byker Community Association,Ron Eager House Changing Lives,3316,409
2021,Byker Community Association,Roseberry Primary,56985,2921
2022,Byker Community Association,Rosebrook,60907,3097
2023,Byker Community Association,Sanctuary Supported Housing,63062,3118
2024,Byker Community Association,Sanctuary Supported Living Hartlepool,52693,2847
2025,Byker Community Association,Selby Cottage Childrens Centre,21348,1538
2026,Byker Community Association,Soul Food Spaces (Peace Of Mind),7255,865
2027,Byker Community Association,Sprinwell Community Hub,10044,1155
2028,Byker Community Association,St Davids Community Project,24483,1685
2029,Byker Community Association,St Gabriels Catholic Voluntary Academy,71425,3574
2030,Byker Community Association,St. John the Baptist Primary School,60292,3001
2031,Byker Community Association,St.Peters Court,28352,1918
2032,Byker Community Association,Sunderland Area Parent Support,24295,1629
2033,Byker Community Association,Sunderland North Family Zone,24559,2082
2034,Byker Community Association,Sunderland Ymca,24627,2047
2035,Byker Community Association,Sunshine Day Nursery at Seascape Children's Centre,38503,2279
2036,Byker Community Association,The Albert,38745,2170
2037,Byker Community Association,The Ashley Foundation,24322,1996
2038,Byker Community Association,The Laurels Childcare Ltd,33304,2003
2039,Byker Community Association,The Oasis Cafe,5561,818
2040,Byker Community Association,The Opportunity Cafe,10520,1154
2041,Byker Community Association,The Rifty Youth Project,53628,2912
2042,Byker Community Association,Tyneside Vineyard Extraordinary Project,523,86
2043,Byker Community Association,Umbrella Community Centre,26747,2306
2044,Byker Community Association,Vinnie's Cafe,2485,265
2045,Byker Community Association,Virginia House Changing Lives,5645,819
2046,Byker Community Association,Wallsend People Centre,4131,516
2047,Byker Community Association,Washingwell Primary School,11284,1135
2048,Byker Community Association,West View Primary School,51118,2671
2049,Byker Community Association,West View Project,51524,2676
2050,Byker Community Association,Wharton Trust,52492,2808
2051,Byker Community Association,Whitehead Street - Changing Lives,12970,1251
2052,Cafe on the Shire - NTDF,Abbey Hill Academy,61572,3095
2053,Cafe on the Shire - NTDF,Abbey Lodge,23853,1882
2054,Cafe on the Shire - NTDF,Abbott House Changing Lives,16840,1521
2055,Cafe on the Shire - NTDF,Academy 360,20388,1395
2056,Cafe on the Shire - NTDF,Age UK Sunderland,22734,1743
2057,Cafe on the Shire - NTDF,All About You,17530,1395
2058,Cafe on the Shire - NTDF,Approach Development,82897,3645
2059,Cafe on the Shire - NTDF,Basement Project,7397,719
2060,Cafe on the Shire - NTDF,Belle Vue 60+ Club,57142,2851
2061,Cafe on the Shire - NTDF,Belle Vue Centre Cafe,57142,2851
2062,Cafe on the Shire - NTDF,Belle Vue Play Scheme,57142,2851
2063,Cafe on the Shire - NTDF,Belle Vue Youth Project,57142,2851
2064,Cafe on the Shire - NTDF,Benfield School,9766,853
2065,Cafe on the Shire - NTDF,Beyond Limits,69234,3966
2066,Cafe on the Shire - NTDF,Bibby House - Changing Lives,17227,1226
2067,Cafe on the Shire - NTDF,Bilton Hall Community Trust,10747,944
2068,Cafe on the Shire - NTDF,Blyth Star Enterprises,12360,990
2069,Cafe on the Shire - NTDF,Brougham Primary School,51596,2606
2070,Cafe on the Shire - NTDF,Byker Community Association,12383,1141
2071,Cafe on the Shire - NTDF,Changing Lives,27653,1642
2072,Cafe on the Shire - NTDF,Cheesy Waffles Project,32897,2026
2073,Cafe on the Shire - NTDF,Chester West & Central Community Project @ Bullion Hall,26404,1720
2074,Cafe on the Shire - NTDF,Choysez,19754,1241
2075,Cafe on the Shire - NTDF,Corbridge Middle School,40520,2089
2076,Cafe on the Shire - NTDF,Cornerstones Cafe,24715,1625
2077,Cafe on the Shire - NTDF,County Durham Tees Valley Rescue Mission,58217,2919
2078,Cafe on the Shire - NTDF,Cumberland House,14676,1449
2079,Cafe on the Shire - NTDF,Delta North Consett (formerly YMCA),36924,2641
2080,Cafe on the Shire - NTDF,Dementia Care,10744,958
2081,Cafe on the Shire - NTDF,Dynamix Extreme Cic,15461,1344
2082,Cafe on the Shire - NTDF,East Durham Community Initiatives,29924,1862
2083,Cafe on the Shire - NTDF,East Durham Partnership,37632,1967
2084,Cafe on the Shire - NTDF,Eastlea Community,28471,1692
2085,Cafe on the Shire - NTDF,Elliott House /Westbridge,16528,1524
2086,Cafe on the Shire - NTDF,Emmaus North East,11812,1045
2087,Cafe on the Shire - NTDF,Eslington House Changing Lives,16620,1495
2088,Cafe on the Shire - NTDF,Excelsior Academy,18487,1351
2089,Cafe on the Shire - NTDF,Family Gateway,6225,710
2090,Cafe on the Shire - NTDF,Felling Community Association,19217,1417
2091,Cafe on the Shire - NTDF,Forage Community Project,22274,1579
2092,Cafe on the Shire - NTDF,Francis House Changing Lives,14791,1467
2093,Cafe on the Shire - NTDF,Gateshead Young Peoples Mental Health Service,15891,1551
2094,Cafe on the Shire - NTDF,Great Lumley Community Centre,28089,1803
2095,Cafe on the Shire - NTDF,Great North Road Changing Lives,29657,1885
2096,Cafe on the Shire - NTDF,Green Gates Primary,82197,3668
2097,Cafe on the Shire - NTDF,Harrowgate Hill Primary,62198,3113
2098,Cafe on the Shire - NTDF,Haswell Mencap Lisa Dixon Centre,34036,2228
2099,Cafe on the Shire - NTDF,Health Works Newcastle,19352,1380
2100,Cafe on the Shire - NTDF,Hub of Wishes,57876,2904
2101,Cafe on the Shire - NTDF,Investing in People and Culture,15836,1524
2102,Cafe on the Shire - NTDF,"Jet (Wicker Chair) North,  Westerhope",16619,1236
2103,Cafe on the Shire - NTDF,Junction 7,57876,2904
2104,Cafe on the Shire - NTDF,Junior Neighbourhood Watch,57876,2904
2105,Cafe on the Shire - NTDF,Kibblesworth Village Millenium Centre,30185,1920
2106,Cafe on the Shire - NTDF,Kings Cafe,63241,3186
2107,Cafe on the Shire - NTDF,Labyrinth Holistic Cafe,64208,3178
2108,Cafe on the Shire - NTDF,Little Sisters Of The Poor - Newcastle,22365,1591
2109,Cafe on the Shire - NTDF,Lobley Hill Primary,25132,1577
2110,Cafe on the Shire - NTDF,Looked After Through Care Darlington Borough Council,64968,3528
2111,Cafe on the Shire - NTDF,Mickley First School,33913,2182
2112,Cafe on the Shire - NTDF,Miss Tina's Coffee Shop,18641,1485
2113,Cafe on the Shire - NTDF,Mount Pleasant Primary School,65183,3209
2114,Cafe on the Shire - NTDF,Moving On Durham,32332,2060
2115,Cafe on the Shire - NTDF,Murton Salvation Army,31976,1773
2116,Cafe on the Shire - NTDF,New Walk Property Management Middlesbrough,63467,3085
2117,Cafe on the Shire - NTDF,New Walk Property Management Stockton,64221,3157
2118,Cafe on the Shire - NTDF,Newport Primary,62785,3020
2119,Cafe on the Shire - NTDF,PACT House,32835,2161
2120,Cafe on the Shire - NTDF,Park End Primary,69368,3288
2121,Cafe on the Shire - NTDF,Pelton Community Centre,26805,1771
2122,Cafe on the Shire - NTDF,People's Pantry,28715,1959
2123,Cafe on the Shire - NTDF,Pickle Palace,26815,1936
2124,Cafe on the Shire - NTDF,Pottery Bank Centre,11741,1202
2125,Cafe on the Shire - NTDF,Praxis,20135,1553
2126,Cafe on the Shire - NTDF,Prudhoe Castle First School,32673,2169
2127,Cafe on the Shire - NTDF,Reach Out Recovery,54558,2968
2128,Cafe on the Shire - NTDF,Ron Eager House Changing Lives,13660,1183
2129,Cafe on the Shire - NTDF,Roseberry Primary,56211,2756
2130,Cafe on the Shire - NTDF,Rosebrook,60133,2932
2131,Cafe on the Shire - NTDF,Sanctuary Supported Housing,62289,2954
2132,Cafe on the Shire - NTDF,Sanctuary Supported Living Hartlepool,51920,2683
2133,Cafe on the Shire - NTDF,Selby Cottage Childrens Centre,25363,1723
2134,Cafe on the Shire - NTDF,Soul Food Spaces (Peace Of Mind),17068,1604
2135,Cafe on the Shire - NTDF,Sprinwell Community Hub,17450,1463
2136,Cafe on the Shire - NTDF,St Davids Community Project,23709,1534
2137,Cafe on the Shire - NTDF,St Gabriels Catholic Voluntary Academy,70651,3410
2138,Cafe on the Shire - NTDF,St. John the Baptist Primary School,59518,2837
2139,Cafe on the Shire - NTDF,St.Peters Court,32367,2103
2140,Cafe on the Shire - NTDF,Sunderland Area Parent Support,23521,1465
2141,Cafe on the Shire - NTDF,Sunderland North Family Zone,23785,1917
2142,Cafe on the Shire - NTDF,Sunderland Ymca,23853,1882
2143,Cafe on the Shire - NTDF,Sunshine Day Nursery at Seascape Children's Centre,37729,2114
2144,Cafe on the Shire - NTDF,The Albert,37972,2006
2145,Cafe on the Shire - NTDF,The Ashley Foundation,23548,1831
2146,Cafe on the Shire - NTDF,The Laurels Childcare Ltd,37319,2187
2147,Cafe on the Shire - NTDF,The Oasis Cafe,22692,1636
2148,Cafe on the Shire - NTDF,The Opportunity Cafe,20249,1440
2149,Cafe on the Shire - NTDF,The Rifty Youth Project,52854,2748
2150,Cafe on the Shire - NTDF,Tyneside Vineyard Extraordinary Project,12735,1179
2151,Cafe on the Shire - NTDF,Umbrella Community Centre,36631,2574
2152,Cafe on the Shire - NTDF,Vinnie's Cafe,12781,1166
2153,Cafe on the Shire - NTDF,Virginia House Changing Lives,22351,1552
2154,Cafe on the Shire - NTDF,Wallsend People Centre,7441,910
2155,Cafe on the Shire - NTDF,Washingwell Primary School,23477,1644
2156,Cafe on the Shire - NTDF,West View Primary School,50344,2507
2157,Cafe on the Shire - NTDF,West View Project,50750,2524
2158,Cafe on the Shire - NTDF,Wharton Trust,51718,2644
2159,Cafe on the Shire - NTDF,Whitehead Street - Changing Lives,11168,1002
2160,Changing Lives,Abbey Hill Academy,50599,2365
2161,Changing Lives,Abbey Lodge,19605,1533
2162,Changing Lives,Abbott House Changing Lives,9417,759
2163,Changing Lives,Academy 360,16157,1103
2164,Changing Lives,Age UK Sunderland,18485,1393
2165,Changing Lives,All About You,16172,1184
2166,Changing Lives,Approach Development,78666,3354
2167,Changing Lives,Basement Project,13930,1499
2168,Changing Lives,Belle Vue 60+ Club,52912,2559
2169,Changing Lives,Belle Vue Centre Cafe,52912,2559
2170,Changing Lives,Belle Vue Play Scheme,52912,2559
